strategy,step,poi_id,poi_name,neighbourhood,visits_this_step,capacity,crowd_ratio
sustainable,5,24,CaixaForum,Montjuic,12,300,0.04
sustainable,5,25,Olympic Stadium,Montjuic,19,500,0.038
sustainable,5,26,Joan Miro Foundation gardens,Montjuic,13,300,0.043333333333333335
sustainable,5,27,Hostafrancs Market,Montjuic,11,200,0.055
sustainable,5,28,Port Vell promenade,Port Vell,24,500,0.048
sustainable,5,29,Poble Sec,Poble Sec,30,300,0.1
sustainable,5,30,Park Güell,Vila de Gracia,38,700,0.054285714285714284
sustainable,5,31,Temple del Tibidabo,Horta,0,600,0.0
sustainable,5,32,Bunkers del Carmel,El Carmel,0,400,0.0
sustainable,5,33,Mercat de la Llibertat,Vila de Gracia,26,500,0.052
sustainable,5,34,Labyrinth Park of Horta,Horta,45,400,0.1125
sustainable,5,35,Gracia squares,Vila de Gracia,0,300,0.0
sustainable,5,36,Guinardo Park,Guinardo,44,300,0.14666666666666667
sustainable,5,37,Fabra Observatory,El Carmel,40,200,0.2
sustainable,5,38,Glories Tower,Glories,26,700,0.037142857142857144
sustainable,5,39,Design Museum,Diagonal Mar,18,450,0.04
sustainable,5,40,Rambla del Poblenou,Poblenou,23,1500,0.015333333333333332
sustainable,5,41,Bogatell Beach,Diagonal Mar,26,700,0.037142857142857144
sustainable,5,42,Forum Park,Sant Marti,28,700,0.04
sustainable,5,43,Natural Science Museum,Sant Marti,17,450,0.03777777777777778
sustainable,5,44,Fabra i Coats,Sant Andreu,41,450,0.09111111111111111
sustainable,5,45,Sant Andreu old town,Sant Andreu,5,700,0.007142857142857143
sustainable,5,46,Clot Park,El Clot,56,700,0.08
sustainable,5,47,Camp Nou Museum,Sarria,25,300,0.08333333333333333
sustainable,5,48,Torre Bellesguard,Pedralbes,8,450,0.017777777777777778
sustainable,5,49,Collserola viewpoints,Collserola,0,900,0.0
sustainable,5,50,Sarria old town,Sarria,24,700,0.03428571428571429
sustainable,5,51,Pedralbes Monastery,Pedralbes,11,300,0.03666666666666667
sustainable,5,52,CosmoCaixa,Collserola,37,900,0.04111111111111111
sustainable,5,53,Carretera de les Aigues,Collserola,11,900,0.012222222222222223
sustainable,5,54,Monastery gardens,Sant Gervasi,21,700,0.03
sustainable,5,55,Pedralbes Gardens,Pedralbes,32,700,0.045714285714285714
sustainable,5,56,Sant Gervasi market area,Sant Gervasi,18,700,0.025714285714285714
